SNOMEDID,DMD_description
33422811000001103,Aripiprazole 1mg/ml oral solution (Accord Healthcare Ltd)
33566911000001105,Aripiprazole 1mg/ml oral solution (Alliance Healthcare (Distribution) Ltd)
33567011000001109,Aripiprazole 1mg/ml oral solution (Alliance Healthcare (Distribution) Ltd)
39179511000001109,Aripiprazole 1mg/ml oral solution (Brillpharma Ltd)
39179611000001108,Aripiprazole 1mg/ml oral solution (Brillpharma Ltd)
29751611000001103,Aripiprazole 1mg/ml oral solution (Colorama Pharmaceuticals Ltd)
29751711000001107,Aripiprazole 1mg/ml oral solution (Colorama Pharmaceuticals Ltd)
30922411000001104,Aripiprazole 1mg/ml oral solution (DE Pharmaceuticals)
30922511000001100,Aripiprazole 1mg/ml oral solution (DE Pharmaceuticals)
33429211000001107,Aripiprazole 1mg/ml oral solution (Dr Reddy's Laboratories (UK) Ltd)
33429311000001104,Aripiprazole 1mg/ml oral solution (Dr Reddy's Laboratories (UK) Ltd)
31988211000001101,Aripiprazole 1mg/ml oral solution (Ennogen Healthcare Ltd)
31988311000001109,Aripiprazole 1mg/ml oral solution (Ennogen Healthcare Ltd)
38790411000001100,Aripiprazole 1mg/ml oral solution (Medihealth (Northern) Ltd)
38790511000001101,Aripiprazole 1mg/ml oral solution (Medihealth (Northern) Ltd)
33628811000001103,Aripiprazole 1mg/ml oral solution (Mylan)
33628911000001108,Aripiprazole 1mg/ml oral solution (Mylan)
39612411000001105,Aripiprazole 1mg/ml oral solution (Thame Laboratories Ltd)
39612511000001109,Aripiprazole 1mg/ml oral solution (Thame Laboratories Ltd)
32860511000001105,Aripiprazole 1mg/ml oral solution (Wockhardt UK Ltd)
32860711000001100,Aripiprazole 1mg/ml oral solution (Wockhardt UK Ltd)
38086311000001107,Aripiprazole 1mg/ml oral solution (Zentiva Pharma UK Ltd)
38086411000001100,Aripiprazole 1mg/ml oral solution (Zentiva Pharma UK Ltd)
37248211000001105,Aripiprazole 1mg/ml oral solution sugar free
37249011000001105,Aripiprazole 1mg/ml oral solution sugar free
37248311000001102,Aripiprazole 1mg/ml oral solution sugar free (Genus Pharmaceuticals Ltd)
37248411000001109,Aripiprazole 1mg/ml oral solution sugar free (Genus Pharmaceuticals Ltd)
406790009,Aripiprazole 30mg tablets
7637711000001103,Aripiprazole 30mg tablets
28489311000001109,Aripiprazole 30mg tablets (A A H Pharmaceuticals Ltd)
28489411000001102,Aripiprazole 30mg tablets (A A H Pharmaceuticals Ltd)
34931411000001109,Aripiprazole 30mg tablets (Accord Healthcare Ltd)
34931511000001108,Aripiprazole 30mg tablets (Accord Healthcare Ltd)
28795711000001102,Aripiprazole 30mg tablets (Actavis UK Ltd)
28795811000001105,Aripiprazole 30mg tablets (Actavis UK Ltd)
28381211000001109,Aripiprazole 30mg tablets (Alliance Healthcare (Distribution) Ltd)
28381311000001101,Aripiprazole 30mg tablets (Alliance Healthcare (Distribution) Ltd)
30665611000001102,Aripiprazole 30mg tablets (Aspire Pharma Ltd)
30665711000001106,Aripiprazole 30mg tablets (Aspire Pharma Ltd)
38762311000001108,Aripiprazole 30mg tablets (Bristol Laboratories Ltd)
38762611000001103,Aripiprazole 30mg tablets (Bristol Laboratories Ltd)
28347511000001106,Aripiprazole 30mg tablets (Consilient Health Ltd)
28347711000001101,Aripiprazole 30mg tablets (Consilient Health Ltd)
32815011000001109,Aripiprazole 30mg tablets (Creo Pharma Ltd)
32815111000001105,Aripiprazole 30mg tablets (Creo Pharma Ltd)
38608111000001102,Aripiprazole 30mg tablets (Crescent Pharma Ltd)
38608211000001108,Aripiprazole 30mg tablets (Crescent Pharma Ltd)
30135711000001102,Aripiprazole 30mg tablets (DE Pharmaceuticals)
30135811000001105,Aripiprazole 30mg tablets (DE Pharmaceuticals)
28964411000001101,Aripiprazole 30mg tablets (Dr Reddy's Laboratories (UK) Ltd)
28964711000001107,Aripiprazole 30mg tablets (Dr Reddy's Laboratories (UK) Ltd)
34498311000001100,Aripiprazole 30mg tablets (HBS Healthcare Ltd)
34498411000001107,Aripiprazole 30mg tablets (HBS Healthcare Ltd)
32394311000001107,Aripiprazole 30mg tablets (Kent Pharma (UK) Ltd)
32399911000001109,Aripiprazole 30mg tablets (Kent Pharma (UK) Ltd)
32413311000001102,Aripiprazole 30mg tablets (Macleods Pharma UK Ltd)
32413411000001109,Aripiprazole 30mg tablets (Macleods Pharma UK Ltd)
37036911000001108,Aripiprazole 30mg tablets (Mawdsley-Brooks & Company Ltd)
37052511000001103,Aripiprazole 30mg tablets (Mawdsley-Brooks & Company Ltd)
38791511000001108,Aripiprazole 30mg tablets (Medihealth (Northern) Ltd)
38791611000001107,Aripiprazole 30mg tablets (Medihealth (Northern) Ltd)
35135811000001100,Aripiprazole 30mg tablets (Milpharm Ltd)
35135911000001105,Aripiprazole 30mg tablets (Milpharm Ltd)
34449511000001105,Aripiprazole 30mg tablets (Niche Generics Ltd)
34449611000001109,Aripiprazole 30mg tablets (Niche Generics Ltd)
36562211000001105,Aripiprazole 30mg tablets (Rivopharm (UK) Ltd)
36562311000001102,Aripiprazole 30mg tablets (Rivopharm (UK) Ltd)
30777611000001108,Aripiprazole 30mg tablets (Sandoz Ltd)
30777711000001104,Aripiprazole 30mg tablets (Sandoz Ltd)
37296011000001105,Aripiprazole 30mg tablets (Sciecure Pharma Ltd)
37296111000001106,Aripiprazole 30mg tablets (Sciecure Pharma Ltd)
29770411000001108,Aripiprazole 30mg tablets (Sigma Pharmaceuticals Plc)
29770511000001107,Aripiprazole 30mg tablets (Sigma Pharmaceuticals Plc)
36503011000001108,Aripiprazole 30mg tablets (Sovereign Medical Ltd)
36503111000001109,Aripiprazole 30mg tablets (Sovereign Medical Ltd)
28618211000001106,Aripiprazole 30mg tablets (Teva UK Ltd)
28620611000001100,Aripiprazole 30mg tablets (Teva UK Ltd)
34765511000001107,Aripiprazole 30mg tablets (Wockhardt UK Ltd)
34765611000001106,Aripiprazole 30mg tablets (Wockhardt UK Ltd)
36489611000001108,Aripiprazole 30mg tablets (Xiromed)
36489711000001104,Aripiprazole 30mg tablets (Xiromed)
31078711000001105,Aripiprazole 30mg tablets (Zentiva Pharma UK Ltd)
31078811000001102,Aripiprazole 30mg tablets (Zentiva Pharma UK Ltd)
406786007,Aripiprazole 5mg tablets
9037811000001107,Aripiprazole 5mg tablets
28488711000001104,Aripiprazole 5mg tablets (A A H Pharmaceuticals Ltd)
28488811000001107,Aripiprazole 5mg tablets (A A H Pharmaceuticals Ltd)
34931011000001100,Aripiprazole 5mg tablets (Accord Healthcare Ltd)
34931111000001104,Aripiprazole 5mg tablets (Accord Healthcare Ltd)
28795111000001103,Aripiprazole 5mg tablets (Actavis UK Ltd)
28795211000001109,Aripiprazole 5mg tablets (Actavis UK Ltd)
28380411000001104,Aripiprazole 5mg tablets (Alliance Healthcare (Distribution) Ltd)
28380511000001100,Aripiprazole 5mg tablets (Alliance Healthcare (Distribution) Ltd)
30664911000001109,Aripiprazole 5mg tablets (Aspire Pharma Ltd)
30665011000001109,Aripiprazole 5mg tablets (Aspire Pharma Ltd)
38758711000001103,Aripiprazole 5mg tablets (Bristol Laboratories Ltd)
38758811000001106,Aripiprazole 5mg tablets (Bristol Laboratories Ltd)
28344911000001105,Aripiprazole 5mg tablets (Consilient Health Ltd)
28345211000001100,Aripiprazole 5mg tablets (Consilient Health Ltd)
33518911000001108,Aripiprazole 5mg tablets (Creo Pharma Ltd)
33519011000001104,Aripiprazole 5mg tablets (Creo Pharma Ltd)
38608311000001100,Aripiprazole 5mg tablets (Crescent Pharma Ltd)
38608411000001107,Aripiprazole 5mg tablets (Crescent Pharma Ltd)
30026711000001101,Aripiprazole 5mg tablets (DE Pharmaceuticals)
30026811000001109,Aripiprazole 5mg tablets (DE Pharmaceuticals)
28962811000001105,Aripiprazole 5mg tablets (Dr Reddy's Laboratories (UK) Ltd)
28963011000001108,Aripiprazole 5mg tablets (Dr Reddy's Laboratories (UK) Ltd)
34497311000001101,Aripiprazole 5mg tablets (HBS Healthcare Ltd)
34497411000001108,Aripiprazole 5mg tablets (HBS Healthcare Ltd)
32393711000001109,Aripiprazole 5mg tablets (Kent Pharma (UK) Ltd)
32393811000001101,Aripiprazole 5mg tablets (Kent Pharma (UK) Ltd)
32412711000001106,Aripiprazole 5mg tablets (Macleods Pharma UK Ltd)
32412811000001103,Aripiprazole 5mg tablets (Macleods Pharma UK Ltd)
37033711000001104,Aripiprazole 5mg tablets (Mawdsley-Brooks & Company Ltd)
37033811000001107,Aripiprazole 5mg tablets (Mawdsley-Brooks & Company Ltd)
38791711000001103,Aripiprazole 5mg tablets (Medihealth (Northern) Ltd)
38791911000001101,Aripiprazole 5mg tablets (Medihealth (Northern) Ltd)
35135211000001101,Aripiprazole 5mg tablets (Milpharm Ltd)
35135311000001109,Aripiprazole 5mg tablets (Milpharm Ltd)
34448911000001106,Aripiprazole 5mg tablets (Niche Generics Ltd)
34449011000001102,Aripiprazole 5mg tablets (Niche Generics Ltd)
36561211000001103,Aripiprazole 5mg tablets (Rivopharm (UK) Ltd)
36561311000001106,Aripiprazole 5mg tablets (Rivopharm (UK) Ltd)
30777011000001101,Aripiprazole 5mg tablets (Sandoz Ltd)
30777111000001100,Aripiprazole 5mg tablets (Sandoz Ltd)
37295411000001105,Aripiprazole 5mg tablets (Sciecure Pharma Ltd)
37295511000001109,Aripiprazole 5mg tablets (Sciecure Pharma Ltd)
29770611000001106,Aripiprazole 5mg tablets (Sigma Pharmaceuticals Plc)
29770711000001102,Aripiprazole 5mg tablets (Sigma Pharmaceuticals Plc)
36503211000001103,Aripiprazole 5mg tablets (Sovereign Medical Ltd)
36503311000001106,Aripiprazole 5mg tablets (Sovereign Medical Ltd)
28623711000001100,Aripiprazole 5mg tablets (Teva UK Ltd)
28624511000001108,Aripiprazole 5mg tablets (Teva UK Ltd)
34764911000001104,Aripiprazole 5mg tablets (Wockhardt UK Ltd)
34765011000001104,Aripiprazole 5mg tablets (Wockhardt UK Ltd)
36488711000001108,Aripiprazole 5mg tablets (Xiromed)
36489011000001101,Aripiprazole 5mg tablets (Xiromed)
31078311000001106,Aripiprazole 5mg tablets (Zentiva Pharma UK Ltd)
31078411000001104,Aripiprazole 5mg tablets (Zentiva Pharma UK Ltd)
32207511000001101,Aripiprazole 7.5mg/ml oral solution
32391411000001102,Aripiprazole 7.5mg/ml oral solution
32207611000001102,Aripiprazole 7.5mg/ml oral solution (Special Order)
32207911000001108,Aripiprazole 7.5mg/ml oral solution (Special Order)
13451011000001102,Aripiprazole 9.75mg/1.3ml solution for injection vials
13456411000001100,Aripiprazole 9.75mg/1.3ml solution for injection vials
19890011000001106,Arkolamyl 10mg orodispersible tablets (Mylan)
19890111000001107,Arkolamyl 10mg orodispersible tablets (Mylan)
19890311000001109,Arkolamyl 15mg orodispersible tablets (Mylan)
19890411000001102,Arkolamyl 15mg orodispersible tablets (Mylan)
19890911000001105,Arkolamyl 20mg orodispersible tablets (Mylan)
19891011000001102,Arkolamyl 20mg orodispersible tablets (Mylan)
19890611000001104,Arkolamyl 5mg orodispersible tablets (Mylan)
19890711000001108,Arkolamyl 5mg orodispersible tablets (Mylan)
36868711000001104,Arpoya 10mg tablets (Torrent Pharma (UK) Ltd)
36868811000001107,Arpoya 10mg tablets (Torrent Pharma (UK) Ltd)
36869111000001107,Arpoya 15mg tablets (Torrent Pharma (UK) Ltd)
36869211000001101,Arpoya 15mg tablets (Torrent Pharma (UK) Ltd)
36869311000001109,Arpoya 30mg tablets (Torrent Pharma (UK) Ltd)
36869411000001102,Arpoya 30mg tablets (Torrent Pharma (UK) Ltd)
36868411000001105,Arpoya 5mg tablets (Torrent Pharma (UK) Ltd)
36868611000001108,Arpoya 5mg tablets (Torrent Pharma (UK) Ltd)
34936811000001101,Atrolak XL 150mg tablets (Accord Healthcare Ltd)
34936911000001106,Atrolak XL 150mg tablets (Accord Healthcare Ltd)
27842411000001102,Atrolak XL 200mg tablets (Accord Healthcare Ltd)
27842511000001103,Atrolak XL 200mg tablets (Accord Healthcare Ltd)
27842611000001104,Atrolak XL 300mg tablets (Accord Healthcare Ltd)
27842711000001108,Atrolak XL 300mg tablets (Accord Healthcare Ltd)
27842811000001100,Atrolak XL 400mg tablets (Accord Healthcare Ltd)
27842911000001105,Atrolak XL 400mg tablets (Accord Healthcare Ltd)
27842211000001101,Atrolak XL 50mg tablets (Accord Healthcare Ltd)
27842311000001109,Atrolak XL 50mg tablets (Accord Healthcare Ltd)
321393004,Benperidol 250microgram tablets
3687011000001102,Benperidol 250microgram tablets
12228511000001105,Benperidol 250micrograms/5ml oral suspension
12285411000001109,Benperidol 250micrograms/5ml oral suspension
12228611000001109,Benperidol 250micrograms/5ml oral suspension (Special Order)
12228711000001100,Benperidol 250micrograms/5ml oral suspension (Special Order)
12228811000001108,Benperidol 500micrograms/5ml oral suspension
12285511000001108,Benperidol 500micrograms/5ml oral suspension
12228911000001103,Benperidol 500micrograms/5ml oral suspension (Special Order)
12229011000001107,Benperidol 500micrograms/5ml oral suspension (Special Order)
3688311000001103,Benquil 250microgram tablets (Concord Pharmaceuticals Ltd)
3688511000001109,Benquil 250microgram tablets (Concord Pharmaceuticals Ltd)
28400411000001108,Biquelle XL 150mg tablets (Aspire Pharma Ltd)
28400511000001107,Biquelle XL 150mg tablets (Aspire Pharma Ltd)
39474711000001104,Biquelle XL 150mg tablets (Aspire Pharma Ltd)
28401011000001108,Biquelle XL 200mg tablets (Aspire Pharma Ltd)
28401111000001109,Biquelle XL 200mg tablets (Aspire Pharma Ltd)
39475011000001102,Biquelle XL 200mg tablets (Aspire Pharma Ltd)
28400611000001106,Biquelle XL 300mg tablets (Aspire Pharma Ltd)
28400711000001102,Biquelle XL 300mg tablets (Aspire Pharma Ltd)
39475511000001105,Biquelle XL 300mg tablets (Aspire Pharma Ltd)
28400811000001105,Biquelle XL 400mg tablets (Aspire Pharma Ltd)
28400911000001100,Biquelle XL 400mg tablets (Aspire Pharma Ltd)
39475711000001100,Biquelle XL 400mg tablets (Aspire Pharma Ltd)
28400211000001109,Biquelle XL 50mg tablets (Aspire Pharma Ltd)
28400311000001101,Biquelle XL 50mg tablets (Aspire Pharma Ltd)
39474511000001109,Biquelle XL 50mg tablets (Aspire Pharma Ltd)
39005011000001102,Biquelle XL 600mg tablets (Aspire Pharma Ltd)
39005111000001101,Biquelle XL 600mg tablets (Aspire Pharma Ltd)
33569711000001103,Brancico XL 150mg tablets (Zentiva Pharma UK Ltd)
33569811000001106,Brancico XL 150mg tablets (Zentiva Pharma UK Ltd)
33569011000001100,Brancico XL 200mg tablets (Zentiva Pharma UK Ltd)
33569111000001104,Brancico XL 200mg tablets (Zentiva Pharma UK Ltd)
33568811000001104,Brancico XL 300mg tablets (Zentiva Pharma UK Ltd)
33568911000001109,Brancico XL 300mg tablets (Zentiva Pharma UK Ltd)
33570111000001101,Brancico XL 400mg tablets (Zentiva Pharma UK Ltd)
33570211000001107,Brancico XL 400mg tablets (Zentiva Pharma UK Ltd)
33569911000001101,Brancico XL 50mg tablets (Zentiva Pharma UK Ltd)
33570011000001102,Brancico XL 50mg tablets (Zentiva Pharma UK Ltd)
35771711000001102,Cariprazine 1.5mg capsules
35853811000001105,Cariprazine 1.5mg capsules
35772011000001107,Cariprazine 3mg capsules
35853911000001100,Cariprazine 3mg capsules
35772311000001105,Cariprazine 4.5mg capsules
35854011000001102,Cariprazine 4.5mg capsules
35772611000001100,Cariprazine 6mg capsules
35854111000001101,Cariprazine 6mg capsules
11983311000001103,Chlorpromazine 1.5mg/5ml oral solution
12018511000001105,Chlorpromazine 1.5mg/5ml oral solution
11983411000001105,Chlorpromazine 1.5mg/5ml oral solution (Special Order)
11983511000001109,Chlorpromazine 1.5mg/5ml oral solution (Special Order)
11983011000001101,Chlorpromazine 1.5mg/5ml oral suspension
12018711000001100,Chlorpromazine 1.5mg/5ml oral suspension
11983111000001100,Chlorpromazine 1.5mg/5ml oral suspension (Special Order)
11983211000001106,Chlorpromazine 1.5mg/5ml oral suspension (Special Order)
321387007,Chlorpromazine 100mg suppositories
11140011000001104,Chlorpromazine 100mg suppositories
23307911000001108,Chlorpromazine 100mg suppositories
23308011000001105,Chlorpromazine 100mg suppositories (Special Order)
23308111000001106,Chlorpromazine 100mg suppositories (Special Order)
321368001,Chlorpromazine 100mg tablets
945411000001100,Chlorpromazine 100mg tablets
1270811000001109,Chlorpromazine 100mg tablets
1277311000001104,Chlorpromazine 100mg tablets
321211000001108,Chlorpromazine 100mg tablets (A A H Pharmaceuticals Ltd)
1563111000001106,Chlorpromazine 100mg tablets (A A H Pharmaceuticals Ltd)
288411000001104,Chlorpromazine 100mg tablets (Alliance Healthcare (Distribution) Ltd)
1566311000001104,Chlorpromazine 100mg tablets (Alliance Healthcare (Distribution) Ltd)
13481711000001106,Chlorpromazine 100mg tablets (Almus Pharmaceuticals Ltd)
13481811000001103,Chlorpromazine 100mg tablets (Almus Pharmaceuticals Ltd)
10391611000001105,Chlorpromazine 100mg tablets (Arrow Generics Ltd)
10391711000001101,Chlorpromazine 100mg tablets (Arrow Generics Ltd)
23819011000001101,Chlorpromazine 100mg tablets (DE Pharmaceuticals)
23819411000001105,Chlorpromazine 100mg tablets (DE Pharmaceuticals)
13217511000001109,Chlorpromazine 100mg tablets (Dowelhurst Ltd)
13217611000001108,Chlorpromazine 100mg tablets (Dowelhurst Ltd)
11016511000001108,Chlorpromazine 100mg tablets (Dr Reddy's Laboratories (UK) Ltd)
11016611000001107,Chlorpromazine 100mg tablets (Dr Reddy's Laboratories (UK) Ltd)
33040811000001109,Chlorpromazine 100mg tablets (Genesis Pharmaceuticals Ltd)
33040911000001104,Chlorpromazine 100mg tablets (Genesis Pharmaceuticals Ltd)
227311000001100,Chlorpromazine 100mg tablets (IVAX Pharmaceuticals UK Ltd)
1563611000001103,Chlorpromazine 100mg tablets (IVAX Pharmaceuticals UK Ltd)
224711000001108,Chlorpromazine 100mg tablets (Kent Pharma (UK) Ltd)
1563711000001107,Chlorpromazine 100mg tablets (Kent Pharma (UK) Ltd)
38830711000001103,Chlorpromazine 100mg tablets (Medihealth (Northern) Ltd)
38831011000001109,Chlorpromazine 100mg tablets (Medihealth (Northern) Ltd)
38639111000001100,Chlorpromazine 100mg tablets (NorthStar Healthcare Unlimited Company)
38639211000001106,Chlorpromazine 100mg tablets (NorthStar Healthcare Unlimited Company)
17856411000001104,Chlorpromazine 100mg tablets (Phoenix Healthcare Distribution Ltd)
17856511000001100,Chlorpromazine 100mg tablets (Phoenix Healthcare Distribution Ltd)
773411000001106,Chlorpromazine 100mg tablets (Ranbaxy (UK) Ltd)
1565611000001104,Chlorpromazine 100mg tablets (Ranbaxy (UK) Ltd)
29786911000001109,Chlorpromazine 100mg tablets (Sigma Pharmaceuticals Plc)
29787011000001108,Chlorpromazine 100mg tablets (Sigma Pharmaceuticals Plc)
47811000001102,Chlorpromazine 100mg tablets (Teva UK Ltd)
1563311000001108,Chlorpromazine 100mg tablets (Teva UK Ltd)
708111000001102,Chlorpromazine 100mg tablets (The Boots Company Plc)
1563411000001101,Chlorpromazine 100mg tablets (The Boots Company Plc)
4820111000001104,Chlorpromazine 100mg tablets (Thornton & Ross Ltd)
4820411000001109,Chlorpromazine 100mg tablets (Thornton & Ross Ltd)
21842111000001109,Chlorpromazine 100mg tablets (Waymade Healthcare Plc)
21842411000001104,Chlorpromazine 100mg tablets (Waymade Healthcare Plc)
8342811000001108,Chlorpromazine 100mg/5ml oral solution
8359411000001103,Chlorpromazine 100mg/5ml oral solution
15381811000001101,Chlorpromazine 100mg/5ml oral solution
16077911000001105,Chlorpromazine 100mg/5ml oral solution (A A H Pharmaceuticals Ltd)
16078011000001107,Chlorpromazine 100mg/5ml oral solution (A A H Pharmaceuticals Ltd)
16078111000001108,Chlorpromazine 100mg/5ml oral solution (Alliance Healthcare (Distribution) Ltd)
16078211000001102,Chlorpromazine 100mg/5ml oral solution (Alliance Healthcare (Distribution) Ltd)
38831711000001106,Chlorpromazine 100mg/5ml oral solution (Medihealth (Northern) Ltd)
38831811000001103,Chlorpromazine 100mg/5ml oral solution (Medihealth (Northern) Ltd)
15381911000001106,Chlorpromazine 100mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)
15382011000001104,Chlorpromazine 100mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)
8342911000001103,Chlorpromazine 100mg/5ml oral solution (Special Order)
8343111000001107,Chlorpromazine 100mg/5ml oral solution (Special Order)
13889711000001103,Chlorpromazine 100mg/5ml oral suspension
13892711000001105,Chlorpromazine 100mg/5ml oral suspension
13889811000001106,Chlorpromazine 100mg/5ml oral suspension (Special Order)
13890411000001100,Chlorpromazine 100mg/5ml oral suspension (Special Order)
2880311000001100,Chlorpromazine 100mg/5ml oral suspension sugar free
36137911000001103,Chlorpromazine 100mg/5ml oral suspension sugar free
20171211000001105,Chlorpromazine 10mg capsules
20176811000001101,Chlorpromazine 10mg capsules
20171311000001102,Chlorpromazine 10mg capsules (Special Order)
20171411000001109,Chlorpromazine 10mg capsules (Special Order)
321365003,Chlorpromazine 10mg tablets
1316911000001101,Chlorpromazine 10mg tablets
30847011000001102,Chlorpromazine 10mg tablets
30847111000001101,Chlorpromazine 10mg tablets (Special Order)
30847211000001107,Chlorpromazine 10mg tablets (Special Order)
8342311000001104,Chlorpromazine 10mg/5ml oral solution
8359511000001104,Chlorpromazine 10mg/5ml oral solution
8342511000001105,Chlorpromazine 10mg/5ml oral solution (Special Order)
8342711000001100,Chlorpromazine 10mg/5ml oral solution (Special Order)
8343311000001109,Chlorpromazine 10mg/5ml oral suspension
8359611000001100,Chlorpromazine 10mg/5ml oral suspension
8343511000001103,Chlorpromazine 10mg/5ml oral suspension (Special Order)
8343611000001104,Chlorpromazine 10mg/5ml oral suspension (Special Order)
11983911000001102,Chlorpromazine 12.5mg/5ml oral solution
12018811000001108,Chlorpromazine 12.5mg/5ml oral solution
11984011000001104,Chlorpromazine 12.5mg/5ml oral solution (Special Order)
11984111000001103,Chlorpromazine 12.5mg/5ml oral solution (Special Order)
11983611000001108,Chlorpromazine 12.5mg/5ml oral suspension
12019011000001107,Chlorpromazine 12.5mg/5ml oral suspension
11983711000001104,Chlorpromazine 12.5mg/5ml oral suspension (Special Order)
11983811000001107,Chlorpromazine 12.5mg/5ml oral suspension (Special Order)
348374003,Chlorpromazine 25mg suppositories
16016811000001108,Chlorpromazine 25mg suppositories
16016911000001103,Chlorpromazine 25mg suppositories (Special Order)
16017011000001104,Chlorpromazine 25mg suppositories (Special Order)
321366002,Chlorpromazine 25mg tablets
984111000001104,Chlorpromazine 25mg tablets
1233911000001105,Chlorpromazine 25mg tablets
19186211000001105,Chlorpromazine 25mg tablets
290211000001102,Chlorpromazine 25mg tablets (A A H Pharmaceuticals Ltd)
1554011000001102,Chlorpromazine 25mg tablets (A A H Pharmaceuticals Ltd)
933211000001102,Chlorpromazine 25mg tablets (Alliance Healthcare (Distribution) Ltd)
1558111000001107,Chlorpromazine 25mg tablets (Alliance Healthcare (Distribution) Ltd)
19186311000001102,Chlorpromazine 25mg tablets (Alliance Healthcare (Distribution) Ltd)
13481011000001109,Chlorpromazine 25mg tablets (Almus Pharmaceuticals Ltd)
13481111000001105,Chlorpromazine 25mg tablets (Almus Pharmaceuticals Ltd)
10391211000001108,Chlorpromazine 25mg tablets (Arrow Generics Ltd)
10391311000001100,Chlorpromazine 25mg tablets (Arrow Generics Ltd)
30137011000001106,Chlorpromazine 25mg tablets (DE Pharmaceuticals)
30137111000001107,Chlorpromazine 25mg tablets (DE Pharmaceuticals)
13217711000001104,Chlorpromazine 25mg tablets (Dowelhurst Ltd)
13217911000001102,Chlorpromazine 25mg tablets (Dowelhurst Ltd)
11015511000001101,Chlorpromazine 25mg tablets (Dr Reddy's Laboratories (UK) Ltd)
11015611000001102,Chlorpromazine 25mg tablets (Dr Reddy's Laboratories (UK) Ltd)
33040411000001107,Chlorpromazine 25mg tablets (Genesis Pharmaceuticals Ltd)
33040511000001106,Chlorpromazine 25mg tablets (Genesis Pharmaceuticals Ltd)
249311000001108,Chlorpromazine 25mg tablets (IVAX Pharmaceuticals UK Ltd)
1557011000001105,Chlorpromazine 25mg tablets (IVAX Pharmaceuticals UK Ltd)
620111000001100,Chlorpromazine 25mg tablets (Kent Pharma (UK) Ltd)
1557711000001107,Chlorpromazine 25mg tablets (Kent Pharma (UK) Ltd)
30013911000001101,Chlorpromazine 25mg tablets (Mawdsley-Brooks & Company Ltd)
30014011000001103,Chlorpromazine 25mg tablets (Mawdsley-Brooks & Company Ltd)
38831111000001105,Chlorpromazine 25mg tablets (Medihealth (Northern) Ltd)
38831211000001104,Chlorpromazine 25mg tablets (Medihealth (Northern) Ltd)
38638211000001101,Chlorpromazine 25mg tablets (NorthStar Healthcare Unlimited Company)
38638311000001109,Chlorpromazine 25mg tablets (NorthStar Healthcare Unlimited Company)
17856011000001108,Chlorpromazine 25mg tablets (Phoenix Healthcare Distribution Ltd)
17856111000001109,Chlorpromazine 25mg tablets (Phoenix Healthcare Distribution Ltd)
425411000001100,Chlorpromazine 25mg tablets (Ranbaxy (UK) Ltd)
1557911000001109,Chlorpromazine 25mg tablets (Ranbaxy (UK) Ltd)
29787111000001109,Chlorpromazine 25mg tablets (Sigma Pharmaceuticals Plc)
29787211000001103,Chlorpromazine 25mg tablets (Sigma Pharmaceuticals Plc)
391411000001104,Chlorpromazine 25mg tablets (Teva UK Ltd)
1554511000001105,Chlorpromazine 25mg tablets (Teva UK Ltd)
4818811000001100,Chlorpromazine 25mg tablets (Thornton & Ross Ltd)
4818911000001105,Chlorpromazine 25mg tablets (Thornton & Ross Ltd)
21841611000001107,Chlorpromazine 25mg tablets (Waymade Healthcare Plc)
21841711000001103,Chlorpromazine 25mg tablets (Waymade Healthcare Plc)
5231711000001106,Chlorpromazine 25mg/1ml solution for injection ampoules
36138211000001106,Chlorpromazine 25mg/1ml solution for injection ampoules
5232011000001101,Chlorpromazine 25mg/1ml solution for injection ampoules (Mercury Pharma Group Ltd)
5232111000001100,Chlorpromazine 25mg/1ml solution for injection ampoules (Mercury Pharma Group Ltd)
990311000001106,Chlorpromazine 25mg/5ml oral solution
1119711000001101,Chlorpromazine 25mg/5ml oral solution
36138311000001103,Chlorpromazine 25mg/5ml oral solution
67811000001105,Chlorpromazine 25mg/5ml oral solution (A A H Pharmaceuticals Ltd)
2346511000001100,Chlorpromazine 25mg/5ml oral solution (A A H Pharmaceuticals Ltd)
259911000001107,Chlorpromazine 25mg/5ml oral solution (Alliance Healthcare (Distribution) Ltd)
2347211000001101,Chlorpromazine 25mg/5ml oral solution (Alliance Healthcare (Distribution) Ltd)
37166311000001108,Chlorpromazine 25mg/5ml oral solution (DE Pharmaceuticals)
37166411000001101,Chlorpromazine 25mg/5ml oral solution (DE Pharmaceuticals)
13216211000001109,Chlorpromazine 25mg/5ml oral solution (Dowelhurst Ltd)
13216311000001101,Chlorpromazine 25mg/5ml oral solution (Dowelhurst Ltd)
243911000001106,Chlorpromazine 25mg/5ml oral solution (Kent Pharma (UK) Ltd)
2346911000001107,Chlorpromazine 25mg/5ml oral solution (Kent Pharma (UK) Ltd)
38831311000001107,Chlorpromazine 25mg/5ml oral solution (Medihealth (Northern) Ltd)
38831411000001100,Chlorpromazine 25mg/5ml oral solution (Medihealth (Northern) Ltd)
29786711000001107,Chlorpromazine 25mg/5ml oral solution (Sigma Pharmaceuticals Plc)
29786811000001104,Chlorpromazine 25mg/5ml oral solution (Sigma Pharmaceuticals Plc)
18952811000001101,Chlorpromazine 25mg/5ml oral solution sugar free
18956611000001104,Chlorpromazine 25mg/5ml oral solution sugar free
