SNOMEDID,DMD_description
21500711000001100,Epilim Chronosphere MR 250mg granules sachets (Waymade Healthcare Plc)
21500811000001108,Epilim Chronosphere MR 250mg granules sachets (Waymade Healthcare Plc)
37356711000001106,Epilim Chronosphere MR 500mg granules sachets (CST Pharma Ltd)
37356811000001103,Epilim Chronosphere MR 500mg granules sachets (CST Pharma Ltd)
39136911000001108,Epilim Chronosphere MR 500mg granules sachets (Pilsco Ltd)
39137011000001107,Epilim Chronosphere MR 500mg granules sachets (Pilsco Ltd)
13665911000001109,Epilim Chronosphere MR 500mg granules sachets (Sanofi)
13666111000001100,Epilim Chronosphere MR 500mg granules sachets (Sanofi)
20560711000001107,Epilim Chronosphere MR 500mg granules sachets (Waymade Healthcare Plc)
20560811000001104,Epilim Chronosphere MR 500mg granules sachets (Waymade Healthcare Plc)
13666611000001108,Epilim Chronosphere MR 50mg granules sachets (Sanofi)
13666711000001104,Epilim Chronosphere MR 50mg granules sachets (Sanofi)
39833911000001107,Epilim Chronosphere MR 750mg granules sachets (CST Pharma Ltd)
39834011000001105,Epilim Chronosphere MR 750mg granules sachets (CST Pharma Ltd)
13666311000001103,Epilim Chronosphere MR 750mg granules sachets (Sanofi)
13666411000001105,Epilim Chronosphere MR 750mg granules sachets (Sanofi)
21500911000001103,Epilim Chronosphere MR 750mg granules sachets (Waymade Healthcare Plc)
21501011000001106,Epilim Chronosphere MR 750mg granules sachets (Waymade Healthcare Plc)
4351111000001108,Epilim Intravenous 400mg powder and solvent for solution for injection vials (Sanofi)
4351311000001105,Epilim Intravenous 400mg powder and solvent for solution for injection vials (Sanofi)
260011000001109,Epimaz 100mg tablets (IVAX Pharmaceuticals UK Ltd)
1561111000001105,Epimaz 100mg tablets (IVAX Pharmaceuticals UK Ltd)
296811000001104,Epimaz 200mg tablets (Teva UK Ltd)
1565211000001101,Epimaz 200mg tablets (Teva UK Ltd)
10185211000001103,Epimaz 200mg tablets (Teva UK Ltd)
760511000001109,Epimaz 400mg tablets (Teva UK Ltd)
1569611000001101,Epimaz 400mg tablets (Teva UK Ltd)
10185311000001106,Epimaz 400mg tablets (Teva UK Ltd)
352911000001109,Epimaz Retard 200mg tablets (IVAX Pharmaceuticals UK Ltd)
2085611000001101,Epimaz Retard 200mg tablets (IVAX Pharmaceuticals UK Ltd)
643611000001102,Epimaz Retard 400mg tablets (IVAX Pharmaceuticals UK Ltd)
2143211000001101,Epimaz Retard 400mg tablets (IVAX Pharmaceuticals UK Ltd)
11476511000001106,Episenta 1000mg modified-release granules sachets (Desitin Pharma Ltd)
11476611000001105,Episenta 1000mg modified-release granules sachets (Desitin Pharma Ltd)
11475611000001100,Episenta 150mg modified-release capsules (Desitin Pharma Ltd)
11475711000001109,Episenta 150mg modified-release capsules (Desitin Pharma Ltd)
13115611000001103,Episenta 1g/10ml solution for injection ampoules (Beacon Pharmaceuticals Ltd)
13115711000001107,Episenta 1g/10ml solution for injection ampoules (Beacon Pharmaceuticals Ltd)
11475911000001106,Episenta 300mg modified-release capsules (Desitin Pharma Ltd)
11476011000001103,Episenta 300mg modified-release capsules (Desitin Pharma Ltd)
11072611000001100,Episenta 300mg/3ml solution for injection ampoules (Desitin Pharma Ltd)
11072711000001109,Episenta 300mg/3ml solution for injection ampoules (Desitin Pharma Ltd)
11476211000001108,Episenta 500mg modified-release granules sachets (Desitin Pharma Ltd)
11476311000001100,Episenta 500mg modified-release granules sachets (Desitin Pharma Ltd)
4765911000001103,Epival CR 300mg tablets (Healthcare Pharma Ltd)
4766011000001106,Epival CR 300mg tablets (Healthcare Pharma Ltd)
38245511000001107,Epival CR 300mg tablets (Healthcare Pharma Ltd)
4766111000001107,Epival CR 500mg tablets (Healthcare Pharma Ltd)
4766211000001101,Epival CR 500mg tablets (Healthcare Pharma Ltd)
38245611000001106,Epival CR 500mg tablets (Healthcare Pharma Ltd)
18587811000001101,Lamictal 100mg dispersible tablets (DE Pharmaceuticals)
18587911000001106,Lamictal 100mg dispersible tablets (DE Pharmaceuticals)
5554911000001102,Lamictal 100mg dispersible tablets (Dowelhurst Ltd)
5555111000001101,Lamictal 100mg dispersible tablets (Dowelhurst Ltd)
10498611000001105,Lamictal 100mg dispersible tablets (Dowelhurst Ltd)
3147211000001102,Lamictal 100mg dispersible tablets (GlaxoSmithKline UK Ltd)
3147411000001103,Lamictal 100mg dispersible tablets (GlaxoSmithKline UK Ltd)
16195911000001101,Lamictal 100mg dispersible tablets (Lexon (UK) Ltd)
16196011000001109,Lamictal 100mg dispersible tablets (Lexon (UK) Ltd)
37529411000001106,Lamictal 100mg dispersible tablets (Mawdsley-Brooks & Company Ltd)
37529911000001103,Lamictal 100mg dispersible tablets (Mawdsley-Brooks & Company Ltd)
38078211000001106,Lamictal 100mg dispersible tablets (Pharmaram Ltd)
38078311000001103,Lamictal 100mg dispersible tablets (Pharmaram Ltd)
39391011000001102,Lamictal 100mg dispersible tablets (Pilsco Ltd)
39391111000001101,Lamictal 100mg dispersible tablets (Pilsco Ltd)
14740111000001104,Lamictal 100mg dispersible tablets (Sigma Pharmaceuticals Plc)
14740211000001105,Lamictal 100mg dispersible tablets (Sigma Pharmaceuticals Plc)
14740511000001108,Lamictal 100mg dispersible tablets (Sigma Pharmaceuticals Plc)
5384111000001107,Lamictal 100mg dispersible tablets (Waymade Healthcare Plc)
5384311000001109,Lamictal 100mg dispersible tablets (Waymade Healthcare Plc)
5384711000001108,Lamictal 100mg dispersible tablets (Waymade Healthcare Plc)
39198611000001105,Lamictal 100mg tablets (CST Pharma Ltd)
39198711000001101,Lamictal 100mg tablets (CST Pharma Ltd)
39834111000001106,Lamictal 100mg tablets (CST Pharma Ltd)
13918311000001101,Lamictal 100mg tablets (DE Pharmaceuticals)
13918511000001107,Lamictal 100mg tablets (DE Pharmaceuticals)
19615711000001105,Lamictal 100mg tablets (DE Pharmaceuticals)
38144511000001108,Lamictal 100mg tablets (DE Pharmaceuticals)
38144611000001107,Lamictal 100mg tablets (DE Pharmaceuticals)
5555311000001104,Lamictal 100mg tablets (Dowelhurst Ltd)
5555411000001106,Lamictal 100mg tablets (Dowelhurst Ltd)
5555511000001105,Lamictal 100mg tablets (Dowelhurst Ltd)
2928811000001105,Lamictal 100mg tablets (GlaxoSmithKline UK Ltd)
2928911000001100,Lamictal 100mg tablets (GlaxoSmithKline UK Ltd)
16195011000001100,Lamictal 100mg tablets (Lexon (UK) Ltd)
16195111000001104,Lamictal 100mg tablets (Lexon (UK) Ltd)
16195211000001105,Lamictal 100mg tablets (Lexon (UK) Ltd)
16534911000001103,Lamictal 100mg tablets (Mawdsley-Brooks & Company Ltd)
16535011000001103,Lamictal 100mg tablets (Mawdsley-Brooks & Company Ltd)
18271911000001103,Lamictal 100mg tablets (Necessity Supplies Ltd)
18272011000001105,Lamictal 100mg tablets (Necessity Supplies Ltd)
18272111000001106,Lamictal 100mg tablets (Necessity Supplies Ltd)
38077011000001102,Lamictal 100mg tablets (Pharmaram Ltd)
38077111000001101,Lamictal 100mg tablets (Pharmaram Ltd)
38077411000001106,Lamictal 100mg tablets (Pharmaram Ltd)
37670211000001105,Lamictal 100mg tablets (Pilsco Ltd)
37670311000001102,Lamictal 100mg tablets (Pilsco Ltd)
39656911000001105,Lamictal 100mg tablets (Pilsco Ltd)
14737611000001105,Lamictal 100mg tablets (Sigma Pharmaceuticals Plc)
14737711000001101,Lamictal 100mg tablets (Sigma Pharmaceuticals Plc)
10834911000001105,Lamictal 100mg tablets (Waymade Healthcare Plc)
10835011000001105,Lamictal 100mg tablets (Waymade Healthcare Plc)
39857711000001104,Lamictal 200mg tablets (CST Pharma Ltd)
39857811000001107,Lamictal 200mg tablets (CST Pharma Ltd)
13918611000001106,Lamictal 200mg tablets (DE Pharmaceuticals)
13918811000001105,Lamictal 200mg tablets (DE Pharmaceuticals)
19621611000001109,Lamictal 200mg tablets (DE Pharmaceuticals)
38144711000001103,Lamictal 200mg tablets (DE Pharmaceuticals)
5554511000001109,Lamictal 200mg tablets (Dowelhurst Ltd)
5555011000001102,Lamictal 200mg tablets (Dowelhurst Ltd)
3145211000001105,Lamictal 200mg tablets (GlaxoSmithKline UK Ltd)
3145311000001102,Lamictal 200mg tablets (GlaxoSmithKline UK Ltd)
16195311000001102,Lamictal 200mg tablets (Lexon (UK) Ltd)
16195411000001109,Lamictal 200mg tablets (Lexon (UK) Ltd)
16195511000001108,Lamictal 200mg tablets (Lexon (UK) Ltd)
16535111000001102,Lamictal 200mg tablets (Mawdsley-Brooks & Company Ltd)
16535211000001108,Lamictal 200mg tablets (Mawdsley-Brooks & Company Ltd)
17512711000001102,Lamictal 200mg tablets (Mawdsley-Brooks & Company Ltd)
18272211000001100,Lamictal 200mg tablets (Necessity Supplies Ltd)
18272311000001108,Lamictal 200mg tablets (Necessity Supplies Ltd)
38077511000001105,Lamictal 200mg tablets (Pharmaram Ltd)
38077811000001108,Lamictal 200mg tablets (Pharmaram Ltd)
38077911000001103,Lamictal 200mg tablets (Pharmaram Ltd)
39089611000001108,Lamictal 200mg tablets (Pilsco Ltd)
39089711000001104,Lamictal 200mg tablets (Pilsco Ltd)
14737911000001104,Lamictal 200mg tablets (Sigma Pharmaceuticals Plc)
14738111000001101,Lamictal 200mg tablets (Sigma Pharmaceuticals Plc)
5379611000001106,Lamictal 200mg tablets (Waymade Healthcare Plc)
5379911000001100,Lamictal 200mg tablets (Waymade Healthcare Plc)
10835111000001106,Lamictal 200mg tablets (Waymade Healthcare Plc)
37414411000001109,Lamictal 25mg dispersible tablets (CST Pharma Ltd)
37414511000001108,Lamictal 25mg dispersible tablets (CST Pharma Ltd)
18588011000001108,Lamictal 25mg dispersible tablets (DE Pharmaceuticals)
18588111000001109,Lamictal 25mg dispersible tablets (DE Pharmaceuticals)
5555711000001100,Lamictal 25mg dispersible tablets (Dowelhurst Ltd)
5556011000001106,Lamictal 25mg dispersible tablets (Dowelhurst Ltd)
5556111000001107,Lamictal 25mg dispersible tablets (Dowelhurst Ltd)
3146411000001100,Lamictal 25mg dispersible tablets (GlaxoSmithKline UK Ltd)
3146611000001102,Lamictal 25mg dispersible tablets (GlaxoSmithKline UK Ltd)
16195611000001107,Lamictal 25mg dispersible tablets (Lexon (UK) Ltd)
16195711000001103,Lamictal 25mg dispersible tablets (Lexon (UK) Ltd)
16195811000001106,Lamictal 25mg dispersible tablets (Lexon (UK) Ltd)
16534211000001107,Lamictal 25mg dispersible tablets (Mawdsley-Brooks & Company Ltd)
16534311000001104,Lamictal 25mg dispersible tablets (Mawdsley-Brooks & Company Ltd)
16534411000001106,Lamictal 25mg dispersible tablets (Mawdsley-Brooks & Company Ltd)
14740711000001103,Lamictal 25mg dispersible tablets (Sigma Pharmaceuticals Plc)
14740811000001106,Lamictal 25mg dispersible tablets (Sigma Pharmaceuticals Plc)
18746211000001108,Lamictal 25mg dispersible tablets (Sigma Pharmaceuticals Plc)
18294611000001102,Lamictal 25mg dispersible tablets (Stephar (U.K.) Ltd)
18294711000001106,Lamictal 25mg dispersible tablets (Stephar (U.K.) Ltd)
18294911000001108,Lamictal 25mg dispersible tablets (Stephar (U.K.) Ltd)
5381611000001101,Lamictal 25mg dispersible tablets (Waymade Healthcare Plc)
5381711000001105,Lamictal 25mg dispersible tablets (Waymade Healthcare Plc)
5381811000001102,Lamictal 25mg dispersible tablets (Waymade Healthcare Plc)
5381911000001107,Lamictal 25mg dispersible tablets (Waymade Healthcare Plc)
13917811000001106,Lamictal 25mg tablets (DE Pharmaceuticals)
13917911000001101,Lamictal 25mg tablets (DE Pharmaceuticals)
19615811000001102,Lamictal 25mg tablets (DE Pharmaceuticals)
5557011000001109,Lamictal 25mg tablets (Dowelhurst Ltd)
5558011000001105,Lamictal 25mg tablets (Dowelhurst Ltd)
5558311000001108,Lamictal 25mg tablets (Dowelhurst Ltd)
5558611000001103,Lamictal 25mg tablets (Dowelhurst Ltd)
10498211000001108,Lamictal 25mg tablets (Dowelhurst Ltd)
2925811000001101,Lamictal 25mg tablets (GlaxoSmithKline UK Ltd)
2926411000001107,Lamictal 25mg tablets (GlaxoSmithKline UK Ltd)
2926511000001106,Lamictal 25mg tablets (GlaxoSmithKline UK Ltd)
2926711000001101,Lamictal 25mg tablets (GlaxoSmithKline UK Ltd)
16194611000001106,Lamictal 25mg tablets (Lexon (UK) Ltd)
16194711000001102,Lamictal 25mg tablets (Lexon (UK) Ltd)
19966211000001109,Lamictal 25mg tablets (Lexon (UK) Ltd)
16534511000001105,Lamictal 25mg tablets (Mawdsley-Brooks & Company Ltd)
16534611000001109,Lamictal 25mg tablets (Mawdsley-Brooks & Company Ltd)
18272711000001107,Lamictal 25mg tablets (Necessity Supplies Ltd)
18272811000001104,Lamictal 25mg tablets (Necessity Supplies Ltd)
39648711000001105,Lamictal 25mg tablets (Pharmaram Ltd)
39648811000001102,Lamictal 25mg tablets (Pharmaram Ltd)
37671011000001109,Lamictal 25mg tablets (Pilsco Ltd)
37671211000001104,Lamictal 25mg tablets (Pilsco Ltd)
14738811000001108,Lamictal 25mg tablets (Sigma Pharmaceuticals Plc)
14739011000001107,Lamictal 25mg tablets (Sigma Pharmaceuticals Plc)
10834511000001103,Lamictal 25mg tablets (Waymade Healthcare Plc)
10834611000001104,Lamictal 25mg tablets (Waymade Healthcare Plc)
16201311000001104,Lamictal 25mg tablets (Waymade Healthcare Plc)
4021611000001103,Lamictal 2mg dispersible tablets (GlaxoSmithKline UK Ltd)
4021811000001104,Lamictal 2mg dispersible tablets (GlaxoSmithKline UK Ltd)
14742011000001101,Lamictal 2mg dispersible tablets (Sigma Pharmaceuticals Plc)
14742211000001106,Lamictal 2mg dispersible tablets (Sigma Pharmaceuticals Plc)
39833711000001105,Lamictal 50mg tablets (CST Pharma Ltd)
39833811000001102,Lamictal 50mg tablets (CST Pharma Ltd)
13918011000001104,Lamictal 50mg tablets (DE Pharmaceuticals)
13918111000001103,Lamictal 50mg tablets (DE Pharmaceuticals)
19615911000001107,Lamictal 50mg tablets (DE Pharmaceuticals)
5560511000001107,Lamictal 50mg tablets (Dowelhurst Ltd)
5561011000001108,Lamictal 50mg tablets (Dowelhurst Ltd)
5561311000001106,Lamictal 50mg tablets (Dowelhurst Ltd)
5561411000001104,Lamictal 50mg tablets (Dowelhurst Ltd)
2927711000001103,Lamictal 50mg tablets (GlaxoSmithKline UK Ltd)
2927911000001101,Lamictal 50mg tablets (GlaxoSmithKline UK Ltd)
2928011000001104,Lamictal 50mg tablets (GlaxoSmithKline UK Ltd)
16194811000001105,Lamictal 50mg tablets (Lexon (UK) Ltd)
16194911000001100,Lamictal 50mg tablets (Lexon (UK) Ltd)
16534711000001100,Lamictal 50mg tablets (Mawdsley-Brooks & Company Ltd)
16534811000001108,Lamictal 50mg tablets (Mawdsley-Brooks & Company Ltd)
18273011000001101,Lamictal 50mg tablets (Necessity Supplies Ltd)
18273211000001106,Lamictal 50mg tablets (Necessity Supplies Ltd)
18273311000001103,Lamictal 50mg tablets (Necessity Supplies Ltd)
39076711000001101,Lamictal 50mg tablets (Pharmaram Ltd)
39076811000001109,Lamictal 50mg tablets (Pharmaram Ltd)
39076911000001104,Lamictal 50mg tablets (Pharmaram Ltd)
37671411000001100,Lamictal 50mg tablets (Pilsco Ltd)
37671611000001102,Lamictal 50mg tablets (Pilsco Ltd)
38775611000001104,Lamictal 50mg tablets (Pilsco Ltd)
14739211000001102,Lamictal 50mg tablets (Sigma Pharmaceuticals Plc)
14739711000001109,Lamictal 50mg tablets (Sigma Pharmaceuticals Plc)
10834711000001108,Lamictal 50mg tablets (Waymade Healthcare Plc)
10834811000001100,Lamictal 50mg tablets (Waymade Healthcare Plc)
16201411000001106,Lamictal 50mg tablets (Waymade Healthcare Plc)
37411611000001105,Lamictal 5mg dispersible tablets (CST Pharma Ltd)
37411811000001109,Lamictal 5mg dispersible tablets (CST Pharma Ltd)
37758311000001105,Lamictal 5mg dispersible tablets (CST Pharma Ltd)
38144311000001102,Lamictal 5mg dispersible tablets (DE Pharmaceuticals)
38144411000001109,Lamictal 5mg dispersible tablets (DE Pharmaceuticals)
5563911000001108,Lamictal 5mg dispersible tablets (Dowelhurst Ltd)
5564811000001100,Lamictal 5mg dispersible tablets (Dowelhurst Ltd)
10497711000001102,Lamictal 5mg dispersible tablets (Dowelhurst Ltd)
3145811000001106,Lamictal 5mg dispersible tablets (GlaxoSmithKline UK Ltd)
3146111000001105,Lamictal 5mg dispersible tablets (GlaxoSmithKline UK Ltd)
39822211000001107,Lamictal 5mg dispersible tablets (GlaxoSmithKline UK Ltd)
16534011000001102,Lamictal 5mg dispersible tablets (Mawdsley-Brooks & Company Ltd)
16534111000001101,Lamictal 5mg dispersible tablets (Mawdsley-Brooks & Company Ltd)
14741111000001105,Lamictal 5mg dispersible tablets (Sigma Pharmaceuticals Plc)
14741211000001104,Lamictal 5mg dispersible tablets (Sigma Pharmaceuticals Plc)
14741311000001107,Lamictal 5mg dispersible tablets (Sigma Pharmaceuticals Plc)
16551911000001102,Lamictal 5mg dispersible tablets (Stephar (U.K.) Ltd)
16552011000001109,Lamictal 5mg dispersible tablets (Stephar (U.K.) Ltd)
16552111000001105,Lamictal 5mg dispersible tablets (Stephar (U.K.) Ltd)
5380411000001108,Lamictal 5mg dispersible tablets (Waymade Healthcare Plc)
5380711000001102,Lamictal 5mg dispersible tablets (Waymade Healthcare Plc)
5380811000001105,Lamictal 5mg dispersible tablets (Waymade Healthcare Plc)
10550811000001108,Lamictal 5mg dispersible tablets (Waymade Healthcare Plc)
12594711000001106,Lamotrigine 1.5mg/5ml oral solution
12644211000001101,Lamotrigine 1.5mg/5ml oral solution
12595511000001100,Lamotrigine 1.5mg/5ml oral solution (Special Order)
12595611000001101,Lamotrigine 1.5mg/5ml oral solution (Special Order)
12594211000001104,Lamotrigine 1.5mg/5ml oral suspension
12644311000001109,Lamotrigine 1.5mg/5ml oral suspension
12594311000001107,Lamotrigine 1.5mg/5ml oral suspension (Special Order)
12594611000001102,Lamotrigine 1.5mg/5ml oral suspension (Special Order)
16045611000001107,Lamotrigine 1.7mg/5ml oral solution
16074711000001101,Lamotrigine 1.7mg/5ml oral solution
16045911000001101,Lamotrigine 1.7mg/5ml oral solution (Special Order)
16046111000001105,Lamotrigine 1.7mg/5ml oral solution (Special Order)
16046411000001100,Lamotrigine 1.7mg/5ml oral suspension
16074811000001109,Lamotrigine 1.7mg/5ml oral suspension
16046611000001102,Lamotrigine 1.7mg/5ml oral suspension (Special Order)
16046911000001108,Lamotrigine 1.7mg/5ml oral suspension (Special Order)
322992003,Lamotrigine 100mg dispersible tablets sugar free
3146911000001108,Lamotrigine 100mg dispersible tablets sugar free
5383911000001108,Lamotrigine 100mg dispersible tablets sugar free
9458811000001100,Lamotrigine 100mg dispersible tablets sugar free (A A H Pharmaceuticals Ltd)
9458911000001105,Lamotrigine 100mg dispersible tablets sugar free (A A H Pharmaceuticals Ltd)
11500911000001104,Lamotrigine 100mg dispersible tablets sugar free (Actavis UK Ltd)
11501011000001107,Lamotrigine 100mg dispersible tablets sugar free (Actavis UK Ltd)
9456311000001105,Lamotrigine 100mg dispersible tablets sugar free (Alliance Healthcare (Distribution) Ltd)
9456411000001103,Lamotrigine 100mg dispersible tablets sugar free (Alliance Healthcare (Distribution) Ltd)
10452011000001106,Lamotrigine 100mg dispersible tablets sugar free (Arrow Generics Ltd)
10452111000001107,Lamotrigine 100mg dispersible tablets sugar free (Arrow Generics Ltd)
30060611000001104,Lamotrigine 100mg dispersible tablets sugar free (DE Pharmaceuticals)
30060711000001108,Lamotrigine 100mg dispersible tablets sugar free (DE Pharmaceuticals)
10198011000001104,Lamotrigine 100mg dispersible tablets sugar free (Dexcel-Pharma Ltd)
10198111000001103,Lamotrigine 100mg dispersible tablets sugar free (Dexcel-Pharma Ltd)
10325311000001108,Lamotrigine 100mg dispersible tablets sugar free (Focus Pharmaceuticals Ltd)
10325411000001101,Lamotrigine 100mg dispersible tablets sugar free (Focus Pharmaceuticals Ltd)
9329111000001105,Lamotrigine 100mg dispersible tablets sugar free (Kent Pharma (UK) Ltd)
9329211000001104,Lamotrigine 100mg dispersible tablets sugar free (Kent Pharma (UK) Ltd)
30218011000001104,Lamotrigine 100mg dispersible tablets sugar free (Mawdsley-Brooks & Company Ltd)
30218111000001103,Lamotrigine 100mg dispersible tablets sugar free (Mawdsley-Brooks & Company Ltd)
39007911000001108,Lamotrigine 100mg dispersible tablets sugar free (Medihealth (Northern) Ltd)
39008311000001108,Lamotrigine 100mg dispersible tablets sugar free (Medihealth (Northern) Ltd)
13436911000001107,Lamotrigine 100mg dispersible tablets sugar free (Mylan)
13437011000001106,Lamotrigine 100mg dispersible tablets sugar free (Mylan)
38770711000001103,Lamotrigine 100mg dispersible tablets sugar free (NorthStar Healthcare Unlimited Company)
38770811000001106,Lamotrigine 100mg dispersible tablets sugar free (NorthStar Healthcare Unlimited Company)
18132211000001104,Lamotrigine 100mg dispersible tablets sugar free (Phoenix Healthcare Distribution Ltd)
18132311000001107,Lamotrigine 100mg dispersible tablets sugar free (Phoenix Healthcare Distribution Ltd)
9378711000001101,Lamotrigine 100mg dispersible tablets sugar free (PLIVA Pharma Ltd)
9378811000001109,Lamotrigine 100mg dispersible tablets sugar free (PLIVA Pharma Ltd)
11532811000001100,Lamotrigine 100mg dispersible tablets sugar free (Sandoz Ltd)
11532911000001105,Lamotrigine 100mg dispersible tablets sugar free (Sandoz Ltd)
14758411000001105,Lamotrigine 100mg dispersible tablets sugar free (Sigma Pharmaceuticals Plc)
14758611000001108,Lamotrigine 100mg dispersible tablets sugar free (Sigma Pharmaceuticals Plc)
15104211000001109,Lamotrigine 100mg dispersible tablets sugar free (Sigma Pharmaceuticals Plc)
15104311000001101,Lamotrigine 100mg dispersible tablets sugar free (Sigma Pharmaceuticals Plc)
9756911000001101,Lamotrigine 100mg dispersible tablets sugar free (Somex Pharma)
9757011000001102,Lamotrigine 100mg dispersible tablets sugar free (Somex Pharma)
9452011000001108,Lamotrigine 100mg dispersible tablets sugar free (Teva UK Ltd)
9452211000001103,Lamotrigine 100mg dispersible tablets sugar free (Teva UK Ltd)
10550311000001104,Lamotrigine 100mg dispersible tablets sugar free (Waymade Healthcare Plc)
10550611000001109,Lamotrigine 100mg dispersible tablets sugar free (Waymade Healthcare Plc)
22057911000001106,Lamotrigine 100mg dispersible tablets sugar free (Waymade Healthcare Plc)
22058611000001101,Lamotrigine 100mg dispersible tablets sugar free (Waymade Healthcare Plc)
9869111000001100,Lamotrigine 100mg dispersible tablets sugar free (Zentiva Pharma UK Ltd)
9869211000001106,Lamotrigine 100mg dispersible tablets sugar free (Zentiva Pharma UK Ltd)
322982006,Lamotrigine 100mg tablets
2928611000001106,Lamotrigine 100mg tablets
5555211000001107,Lamotrigine 100mg tablets
37092611000001108,Lamotrigine 100mg tablets
38077211000001107,Lamotrigine 100mg tablets
9460011000001100,Lamotrigine 100mg tablets (A A H Pharmaceuticals Ltd)
9460111000001104,Lamotrigine 100mg tablets (A A H Pharmaceuticals Ltd)
20167411000001106,Lamotrigine 100mg tablets (Accord Healthcare Ltd)
20167511000001105,Lamotrigine 100mg tablets (Accord Healthcare Ltd)
9327811000001106,Lamotrigine 100mg tablets (Actavis UK Ltd)
9327911000001101,Lamotrigine 100mg tablets (Actavis UK Ltd)
9454711000001100,Lamotrigine 100mg tablets (Alliance Healthcare (Distribution) Ltd)
9454811000001108,Lamotrigine 100mg tablets (Alliance Healthcare (Distribution) Ltd)
13766011000001107,Lamotrigine 100mg tablets (Apotex UK Ltd)
13766111000001108,Lamotrigine 100mg tablets (Apotex UK Ltd)
39570411000001108,Lamotrigine 100mg tablets (Aristo Pharma Ltd)
39570511000001107,Lamotrigine 100mg tablets (Aristo Pharma Ltd)
10451211000001108,Lamotrigine 100mg tablets (Arrow Generics Ltd)
10451311000001100,Lamotrigine 100mg tablets (Arrow Generics Ltd)
16059211000001105,Lamotrigine 100mg tablets (Bristol Laboratories Ltd)
16059311000001102,Lamotrigine 100mg tablets (Bristol Laboratories Ltd)
10285611000001104,Lamotrigine 100mg tablets (Consilient Health Ltd)
10286011000001102,Lamotrigine 100mg tablets (Consilient Health Ltd)
24354411000001104,Lamotrigine 100mg tablets (DE Pharmaceuticals)
24354511000001100,Lamotrigine 100mg tablets (DE Pharmaceuticals)
5475011000001107,Lamotrigine 100mg tablets (Dowelhurst Ltd)
5475311000001105,Lamotrigine 100mg tablets (Dowelhurst Ltd)
5614811000001108,Lamotrigine 100mg tablets (Dowelhurst Ltd)
18476511000001102,Lamotrigine 100mg tablets (Dr Reddy's Laboratories (UK) Ltd)
18476611000001103,Lamotrigine 100mg tablets (Dr Reddy's Laboratories (UK) Ltd)
18078811000001109,Lamotrigine 100mg tablets (Fannin (UK) Ltd)
18078911000001104,Lamotrigine 100mg tablets (Fannin (UK) Ltd)
10299611000001100,Lamotrigine 100mg tablets (Focus Pharmaceuticals Ltd)
10299711000001109,Lamotrigine 100mg tablets (Focus Pharmaceuticals Ltd)
9360811000001100,Lamotrigine 100mg tablets (IVAX Pharmaceuticals UK Ltd)
9360911000001105,Lamotrigine 100mg tablets (IVAX Pharmaceuticals UK Ltd)
9329711000001106,Lamotrigine 100mg tablets (Kent Pharma (UK) Ltd)
9329811000001103,Lamotrigine 100mg tablets (Kent Pharma (UK) Ltd)
37095611000001104,Lamotrigine 100mg tablets (Mawdsley-Brooks & Company Ltd)
37095811000001100,Lamotrigine 100mg tablets (Mawdsley-Brooks & Company Ltd)
39007711000001106,Lamotrigine 100mg tablets (Medihealth (Northern) Ltd)
39007811000001103,Lamotrigine 100mg tablets (Medihealth (Northern) Ltd)
35163811000001109,Lamotrigine 100mg tablets (Milpharm Ltd)
35163911000001104,Lamotrigine 100mg tablets (Milpharm Ltd)
9327011000001100,Lamotrigine 100mg tablets (Mylan)
9327111000001104,Lamotrigine 100mg tablets (Mylan)
18627011000001109,Lamotrigine 100mg tablets (Phoenix Healthcare Distribution Ltd)
18627111000001105,Lamotrigine 100mg tablets (Phoenix Healthcare Distribution Ltd)
9377711000001102,Lamotrigine 100mg tablets (PLIVA Pharma Ltd)
9377811000001105,Lamotrigine 100mg tablets (PLIVA Pharma Ltd)
10566411000001100,Lamotrigine 100mg tablets (Ranbaxy (UK) Ltd)
10566511000001101,Lamotrigine 100mg tablets (Ranbaxy (UK) Ltd)
37092711000001104,Lamotrigine 100mg tablets (Relonchem Ltd)
37092911000001102,Lamotrigine 100mg tablets (Relonchem Ltd)
37093111000001106,Lamotrigine 100mg tablets (Relonchem Ltd)
9472111000001106,Lamotrigine 100mg tablets (Sandoz Ltd)
9472211000001100,Lamotrigine 100mg tablets (Sandoz Ltd)
15056411000001104,Lamotrigine 100mg tablets (Sigma Pharmaceuticals Plc)
15056511000001100,Lamotrigine 100mg tablets (Sigma Pharmaceuticals Plc)
9451211000001105,Lamotrigine 100mg tablets (Teva UK Ltd)
9451311000001102,Lamotrigine 100mg tablets (Teva UK Ltd)
36813811000001103,Lamotrigine 100mg tablets (Torrent Pharma (UK) Ltd)
36814011000001106,Lamotrigine 100mg tablets (Torrent Pharma (UK) Ltd)
5380511000001107,Lamotrigine 100mg tablets (Waymade Healthcare Plc)
5380611000001106,Lamotrigine 100mg tablets (Waymade Healthcare Plc)
22060411000001106,Lamotrigine 100mg tablets (Waymade Healthcare Plc)
22060611000001109,Lamotrigine 100mg tablets (Waymade Healthcare Plc)
9559011000001107,Lamotrigine 100mg tablets (Zentiva Pharma UK Ltd)
9559111000001108,Lamotrigine 100mg tablets (Zentiva Pharma UK Ltd)
32863011000001107,Lamotrigine 10mg/5ml oral suspension
32877611000001102,Lamotrigine 10mg/5ml oral suspension
